10000 3
0.560480 0.693931 0.537982 
0.489527 0.420841 0.679350 
0.404155 0.372259 0.411597 
0.443548 0.384313 0.375879 
0.649519 0.793762 0.675040 
0.378376 0.455912 0.301883 
0.575322 0.650009 0.636107 
0.265361 0.177443 0.221314 
0.612390 0.515194 0.583617 
0.626968 0.681102 0.608235 
0.723404 0.646317 0.615760 
0.975674 0.948583 0.963887 
0.470937 0.604011 0.378813 
0.208486 0.255282 0.214483 
0.651326 0.591440 0.560919 
0.723360 0.775858 0.706832 
0.165488 0.186772 0.229627 
0.439123 0.310967 0.472304 
0.797204 0.830149 0.839049 
0.597746 0.774261 0.775528 
0.689601 0.866408 0.459408 
0.215163 0.375259 0.377291 
0.603939 0.537511 0.773796 
0.570229 0.515222 0.467318 
0.548356 0.540873 0.497950 
0.616622 0.248964 0.323916 
0.298677 0.249657 0.125340 
0.127301 0.242347 0.143328 
0.252960 0.252952 0.240329 
0.893844 0.856480 0.859734 
0.865138 0.848037 0.915255 
0.533405 0.654586 0.530057 
0.315973 0.187040 0.185635 
0.595668 0.352431 0.466982 
0.452834 0.576626 0.202004 
0.483779 0.452205 0.757718 
0.221546 0.605884 0.633159 
0.815776 0.652722 0.507163 
0.871559 0.681757 0.770965 
0.651191 0.684530 0.329743 
0.272309 0.342298 0.291464 
0.573049 0.515168 0.616891 
0.440212 0.452175 0.403180 
0.234747 0.168399 0.151906 
0.381462 0.483658 0.689808 
0.461904 0.406732 0.385793 
0.679958 0.634011 0.712006 
0.501452 0.467352 0.328265 
0.665107 0.576902 0.436819 
0.719221 0.657809 0.698321 
0.386231 0.459799 0.331578 
0.446331 0.425676 0.344243 
0.694135 0.566281 0.652091 
0.315612 0.407185 0.375030 
0.686332 0.587321 0.400806 
0.189472 0.185598 0.190690 
0.380091 0.275385 0.487269 
0.348867 0.439730 0.236495 
0.133539 0.446533 0.291906 
0.631693 0.520233 0.662599 
0.742243 0.554439 0.760369 
0.628595 0.603461 0.558559 
0.452467 0.633649 0.350558 
0.471936 0.495930 0.500894 
0.725065 0.427521 0.520769 
0.557311 0.370239 0.318825 
0.776393 0.901789 0.799039 
0.871923 0.702574 0.635423 
0.239972 0.236096 0.328111 
0.468332 0.483829 0.527886 
0.066756 0.164531 0.245900 
0.782538 0.654638 0.635740 
0.898377 0.819155 0.856230 
0.290567 0.382840 0.401473 
0.405126 0.236215 0.238714 
0.709348 0.668520 0.518805 
0.700360 0.360512 0.597019 
0.441467 0.217146 0.399377 
0.623885 0.448891 0.725855 
0.562716 0.613386 0.602179 
0.670293 0.475797 0.390383 
0.567841 0.629851 0.522502 
0.351917 0.753433 0.463695 
0.091279 0.413348 0.409147 
0.095951 0.133546 0.102626 
0.238753 0.399783 0.321707 
0.519624 0.641081 0.649612 
0.155761 0.185240 0.274440 
0.362306 0.327162 0.477411 
0.365695 0.494274 0.501875 
0.580179 0.490793 0.666044 
0.273833 0.359373 0.346934 
0.537669 0.216278 0.446737 
0.288830 0.420509 0.379698 
0.295242 0.351189 0.277306 
0.754834 0.649448 0.668960 
0.748059 0.541945 0.356295 
0.501115 0.469322 0.480975 
0.513098 0.281846 0.424760 
0.360881 0.349692 0.369976 
0.332463 0.592702 0.419072 
0.526243 0.506986 0.581849 
0.758273 0.791339 0.802258 
0.556271 0.402621 0.194637 
0.165867 0.208685 0.120809 
0.293248 0.343815 0.496484 
0.402370 0.375326 0.552351 
0.621250 0.759120 0.490341 
0.533745 0.564773 0.796878 
0.394559 0.530104 0.464271 
0.693753 0.467945 0.578303 
0.434899 0.262906 0.396372 
0.498110 0.546171 0.280385 
0.933813 0.541322 0.716496 
0.496709 0.582230 0.600451 
0.467709 0.535690 0.345434 
0.628235 0.611164 0.644306 
0.473424 0.598319 0.736326 
0.662681 0.821260 0.687601 
0.296884 0.397024 0.589455 
0.204920 0.473320 0.222939 
0.557743 0.663189 0.764522 
0.336988 0.335543 0.238909 
0.834766 0.809182 0.799062 
0.557133 0.518162 0.460159 
0.602299 0.528081 0.645249 
0.602948 0.466951 0.612671 
0.745872 0.629394 0.544234 
0.073411 0.127795 0.114539 
0.595757 0.446492 0.653130 
0.687399 0.407438 0.228525 
0.754888 0.638100 0.842182 
0.141907 0.225115 0.237789 
0.267693 0.272677 0.116123 
0.488204 0.514902 0.513427 
0.310762 0.298858 0.152031 
0.664343 0.587479 0.764481 
0.495710 0.439117 0.637120 
0.638429 0.686814 0.693688 
0.545969 0.531696 0.434784 
0.741167 0.685253 0.710809 
0.569534 0.606691 0.637266 
0.464492 0.513515 0.392483 
0.365017 0.453026 0.528009 
0.602730 0.365810 0.606729 
0.438612 0.444010 0.398052 
0.210702 0.308174 0.419225 
0.116418 0.390883 0.406235 
0.476193 0.244521 0.495533 
0.275602 0.332906 0.156712 
0.130332 0.134597 0.174534 
0.478508 0.522226 0.610577 
0.150818 0.171204 0.093512 
0.577406 0.614700 0.612210 
0.364331 0.462160 0.456451 
0.518614 0.624918 0.682404 
0.711040 0.913014 0.704860 
0.431771 0.562622 0.501133 
0.592779 0.485744 0.662621 
0.395514 0.406814 0.546203 
0.329862 0.346526 0.351984 
0.235569 0.243695 0.321547 
0.258440 0.141501 0.197318 
0.192275 0.305769 0.193657 
0.342653 0.562188 0.355044 
0.343781 0.791449 0.461692 
0.165370 0.110835 0.097071 
0.701108 0.463032 0.704855 
0.931600 0.922237 0.948549 
0.843017 0.801426 0.673725 
0.568198 0.756123 0.296642 
0.802221 0.782816 0.659385 
0.427911 0.487208 0.331168 
0.494864 0.630045 0.342949 
0.404120 0.168762 0.311865 
0.356312 0.490714 0.387347 
0.282266 0.333523 0.347418 
0.376024 0.474693 0.420986 
0.521480 0.615482 0.473326 
0.447877 0.324068 0.493578 
0.476251 0.372684 0.522698 
0.543248 0.417911 0.478252 
0.500249 0.537224 0.285123 
0.695436 0.547380 0.617156 
0.750877 0.589626 0.382428 
0.546302 0.584601 0.633747 
0.599158 0.516931 0.400768 
0.624242 0.564276 0.597288 
0.376469 0.249336 0.413232 
0.646762 0.477515 0.665764 
0.658238 0.569320 0.647555 
0.418817 0.420704 0.438456 
0.240353 0.156103 0.101621 
0.705133 0.645183 0.726682 
0.900832 0.891875 0.880867 
0.268495 0.259828 0.211626 
0.620694 0.572761 0.713400 
0.314176 0.315235 0.379179 
0.637249 0.778072 0.590577 
0.519921 0.487960 0.330551 
0.301564 0.373000 0.436640 
0.696538 0.726685 0.771186 
0.608393 0.398716 0.176914 
0.433428 0.325040 0.405382 
0.790802 0.677173 0.642128 
0.274553 0.216984 0.209803 
0.429974 0.609750 0.639215 
0.804608 0.765507 0.692559 
0.548098 0.175706 0.351712 
0.295489 0.606730 0.398936 
0.380297 0.415156 0.439738 
0.624001 0.629264 0.746055 
0.560243 0.642021 0.737126 
0.188406 0.420832 0.481184 
0.529328 0.189765 0.749887 
0.574707 0.590733 0.560919 
0.475873 0.415300 0.186086 
0.535076 0.363338 0.680839 
0.465190 0.328533 0.571781 
0.675525 0.477126 0.637842 
0.308208 0.355670 0.262732 
0.438562 0.511705 0.759642 
0.739356 0.657532 0.572269 
0.485820 0.588186 0.403012 
0.659176 0.667239 0.471890 
0.921252 0.583972 0.529095 
0.372770 0.155019 0.226936 
0.273103 0.306329 0.346817 
0.321904 0.650256 0.477104 
0.884984 0.736705 0.674912 
0.333037 0.183786 0.282878 
0.490451 0.308834 0.444725 
0.478386 0.285052 0.460023 
0.646951 0.782976 0.477380 
0.357508 0.235166 0.550517 
0.356933 0.329331 0.268883 
0.383825 0.599010 0.383675 
0.207733 0.172911 0.186350 
0.629829 0.693371 0.541322 
0.550590 0.212853 0.611436 
0.285501 0.403741 0.344961 
0.369659 0.383602 0.286722 
0.639164 0.588379 0.640595 
0.638695 0.582613 0.411097 
0.436357 0.613314 0.541171 
0.361097 0.330192 0.448281 
0.896850 0.842138 0.875382 
0.651718 0.781251 0.740463 
0.448744 0.353641 0.369409 
0.202280 0.130038 0.478839 
0.557876 0.692452 0.413222 
0.572957 0.543681 0.775942 
0.794338 0.640885 0.599949 
0.535146 0.542512 0.690862 
0.695811 0.830573 0.709697 
0.778698 0.818873 0.868918 
0.535563 0.375513 0.369882 
0.589534 0.357283 0.249133 
0.539878 0.739281 0.239712 
0.339673 0.378882 0.386519 
0.758808 0.720209 0.834516 
0.522029 0.344700 0.603773 
0.878998 0.675955 0.670571 
0.127653 0.147658 0.107670 
0.299542 0.281688 0.185260 
0.292387 0.178626 0.302237 
0.244862 0.340436 0.413416 
0.382032 0.409473 0.460159 
0.085309 0.096757 0.115666 
0.417725 0.505346 0.384825 
0.594541 0.757425 0.868719 
0.085445 0.203409 0.207747 
0.619074 0.659986 0.716558 
0.626562 0.472660 0.602924 
0.662212 0.888182 0.579527 
0.187728 0.263264 0.473554 
0.318939 0.305266 0.330840 
0.434600 0.309532 0.304405 
0.770272 0.729331 0.411622 
0.382538 0.627850 0.528930 
0.351703 0.499395 0.335753 
0.526602 0.712821 0.658673 
0.432389 0.714980 0.463273 
0.416201 0.432031 0.510816 
0.584776 0.219587 0.616098 
0.359272 0.526257 0.455847 
0.699227 0.763463 0.651794 
0.954298 0.944058 0.956899 
0.445885 0.410022 0.650319 
0.502623 0.409859 0.336560 
0.759717 0.741917 0.639939 
0.335215 0.268081 0.480939 
0.610813 0.534021 0.448428 
0.264791 0.334238 0.267350 
0.377545 0.439110 0.312007 
0.642397 0.517433 0.647271 
0.734056 0.495621 0.554058 
0.478433 0.251041 0.385324 
0.658208 0.400712 0.652289 
0.436426 0.283028 0.534250 
0.397933 0.381881 0.236034 
0.720567 0.480190 0.538362 
0.868598 0.635395 0.694233 
0.430793 0.250712 0.529721 
0.461893 0.718831 0.531981 
0.501739 0.367905 0.490074 
0.339117 0.720430 0.656270 
0.347437 0.678846 0.584056 
0.745948 0.830180 0.792018 
0.252196 0.200421 0.391342 
0.247465 0.302150 0.211157 
0.373878 0.463306 0.482102 
0.667866 0.616607 0.729611 
0.859976 0.800499 0.743335 
0.434447 0.401004 0.577289 
0.468730 0.544626 0.427819 
0.566545 0.678092 0.641936 
0.302129 0.465353 0.181064 
0.423379 0.509628 0.345195 
0.590755 0.496236 0.651616 
0.776518 0.638625 0.661228 
0.183921 0.278593 0.315155 
0.262148 0.161737 0.218144 
0.800025 0.769834 0.807034 
0.087345 0.060830 0.069986 
0.302008 0.656539 0.739223 
0.481604 0.203642 0.485411 
0.535487 0.331664 0.557220 
0.524037 0.582071 0.402512 
0.586986 0.482319 0.305212 
0.631006 0.432779 0.458926 
0.716131 0.306306 0.314663 
0.476481 0.630668 0.334792 
0.525866 0.402731 0.338550 
0.132227 0.179913 0.199728 
0.891333 0.784844 0.768834 
0.408625 0.257161 0.138006 
0.563063 0.400533 0.544589 
0.485889 0.632029 0.395099 
0.494373 0.516051 0.238018 
0.719120 0.630059 0.521207 
0.639674 0.678587 0.605085 
0.833569 0.862935 0.724903 
0.572619 0.407251 0.523707 
0.363863 0.507500 0.734393 
0.482683 0.350733 0.313904 
0.259868 0.444790 0.547481 
0.061720 0.066249 0.080349 
0.261525 0.432762 0.523374 
0.276820 0.648178 0.496143 
0.671611 0.651776 0.585213 
0.330958 0.445198 0.475777 
0.340755 0.347995 0.236815 
0.340300 0.393585 0.361737 
0.497578 0.316375 0.279702 
0.581272 0.418211 0.331691 
0.381166 0.169664 0.423569 
0.243376 0.273772 0.236177 
0.577207 0.626969 0.250759 
0.495958 0.245571 0.302847 
0.395674 0.327233 0.382394 
0.500581 0.733086 0.764714 
0.718711 0.796231 0.477581 
0.496026 0.302241 0.290889 
0.433943 0.276683 0.232633 
0.569365 0.625412 0.504571 
0.645056 0.812390 0.797938 
0.583324 0.427364 0.591784 
0.536208 0.505263 0.429761 
0.287573 0.571354 0.344174 
0.650369 0.525875 0.507030 
0.773613 0.387877 0.625809 
0.284008 0.206525 0.537877 
0.297575 0.578972 0.548641 
0.346175 0.834304 0.431194 
0.829164 0.843756 0.754354 
0.475229 0.455613 0.507945 
0.285055 0.623628 0.359152 
0.571133 0.574878 0.731426 
0.615681 0.599459 0.436840 
0.405110 0.282559 0.483279 
0.579737 0.799013 0.550769 
0.648950 0.784832 0.739261 
0.529946 0.490503 0.211688 
0.524170 0.681323 0.497147 
0.231004 0.249024 0.297590 
0.739290 0.662325 0.599808 
0.213620 0.157855 0.177412 
0.447003 0.514838 0.541391 
0.484935 0.593040 0.606559 
0.296901 0.228081 0.169247 
0.253701 0.433151 0.413497 
0.536570 0.628186 0.565528 
0.878386 0.827953 0.800817 
0.345700 0.519702 0.240976 
0.293741 0.176313 0.336283 
0.350557 0.316537 0.274070 
0.326011 0.797473 0.451646 
0.405746 0.373419 0.336887 
0.849052 0.855640 0.843772 
0.604815 0.654761 0.619995 
0.402236 0.259395 0.231963 
0.322751 0.315870 0.229671 
0.906590 0.784241 0.854108 
0.355835 0.145328 0.773761 
0.628233 0.346462 0.492175 
0.370438 0.332674 0.381057 
0.726222 0.735124 0.648328 
0.658716 0.508583 0.742517 
0.526232 0.658468 0.396183 
0.376998 0.309813 0.242275 
0.541812 0.591888 0.569237 
0.506161 0.697957 0.776452 
0.566730 0.582500 0.754229 
0.519783 0.811924 0.661126 
0.451438 0.652100 0.568574 
0.346776 0.576724 0.433161 
0.579305 0.618685 0.755218 
0.515776 0.702931 0.621977 
0.744849 0.725033 0.619103 
0.186649 0.461245 0.582464 
0.475685 0.581578 0.549859 
0.401693 0.408238 0.780099 
0.282211 0.445506 0.449779 
0.567781 0.259974 0.327810 
0.544352 0.682199 0.739610 
0.292366 0.763097 0.427693 
0.353297 0.840543 0.406351 
0.300775 0.489706 0.635535 
0.328466 0.632456 0.331798 
0.326033 0.344838 0.455542 
0.693513 0.336455 0.617043 
0.596406 0.659966 0.500988 
0.381277 0.390297 0.630581 
0.548007 0.718048 0.509398 
0.424343 0.141208 0.493257 
0.389343 0.472830 0.444613 
0.325794 0.218151 0.374260 
0.430199 0.437316 0.463452 
0.754926 0.530528 0.508864 
0.407227 0.408285 0.334470 
0.351348 0.361437 0.529284 
0.739285 0.698755 0.761929 
0.529399 0.615619 0.468173 
0.561051 0.598839 0.809747 
0.446769 0.290858 0.490358 
0.289802 0.281030 0.309714 
0.613845 0.658332 0.730643 
0.448851 0.416217 0.622794 
0.110756 0.114260 0.134376 
0.669184 0.585201 0.421306 
0.224505 0.222009 0.406425 
0.696036 0.630387 0.334190 
0.370832 0.359424 0.284382 
0.296990 0.480186 0.330984 
0.154159 0.319917 0.175151 
0.435434 0.407349 0.513333 
0.397149 0.512747 0.566153 
0.283812 0.336951 0.596870 
0.574925 0.510641 0.551421 
0.559984 0.495104 0.631000 
0.323164 0.409917 0.554666 
0.555696 0.695009 0.442691 
0.711541 0.642165 0.609019 
0.212575 0.436898 0.340945 
0.576750 0.255541 0.766643 
0.685247 0.686709 0.514490 
0.580806 0.341796 0.528945 
0.281034 0.370733 0.394005 
0.561161 0.574844 0.705314 
0.584306 0.496850 0.500715 
0.828889 0.869442 0.808540 
0.384581 0.512771 0.381135 
0.745480 0.641461 0.859070 
0.685117 0.694806 0.615228 
0.543641 0.471248 0.789840 
0.700625 0.524638 0.565588 
0.463817 0.490620 0.454657 
0.273920 0.387429 0.557637 
0.862301 0.724428 0.862112 
0.454855 0.093711 0.539046 
0.318547 0.200404 0.114273 
0.767687 0.770572 0.828772 
0.341232 0.506277 0.577327 
0.384657 0.344703 0.582359 
0.496601 0.631447 0.713077 
0.701283 0.762294 0.730008 
0.613054 0.441798 0.266732 
0.379121 0.650311 0.412905 
0.731853 0.600002 0.719196 
0.541165 0.816639 0.582511 
0.399556 0.477669 0.477310 
0.493631 0.405694 0.450966 
0.276826 0.494261 0.762155 
0.440768 0.355376 0.385644 
0.623099 0.475314 0.583768 
0.427557 0.297750 0.714862 
0.835569 0.809767 0.832052 
0.599975 0.628602 0.460184 
0.394210 0.280865 0.329104 
0.096601 0.231384 0.186265 
0.605347 0.168127 0.569366 
0.341696 0.417185 0.515003 
0.525383 0.758491 0.739277 
0.722241 0.649775 0.788948 
0.698478 0.291288 0.537586 
0.937232 0.931352 0.949865 
0.419849 0.477995 0.530981 
0.557461 0.624013 0.322746 
0.133102 0.391509 0.346157 
0.739838 0.650657 0.607849 
0.478479 0.324874 0.575944 
0.281411 0.322485 0.199537 
0.379845 0.403039 0.474434 
0.346183 0.688543 0.381563 
0.499796 0.339557 0.305760 
0.335721 0.195344 0.358163 
0.377355 0.530420 0.555318 
0.176563 0.547992 0.252787 
0.419036 0.354023 0.532291 
0.575200 0.444260 0.455107 
0.305011 0.393768 0.342621 
0.594182 0.334995 0.603226 
0.527553 0.692735 0.503287 
0.412359 0.577239 0.467690 
0.474116 0.695373 0.315454 
0.722151 0.767597 0.694617 
0.453988 0.374044 0.325748 
0.592747 0.542676 0.545591 
0.489772 0.420109 0.250077 
0.448060 0.340714 0.350641 
0.764319 0.683029 0.599328 
0.284424 0.551143 0.637480 
0.689862 0.599402 0.695725 
0.298164 0.499729 0.351018 
0.688594 0.746150 0.683053 
0.526824 0.380338 0.454596 
0.765617 0.769694 0.905877 
0.686337 0.606302 0.516034 
0.312684 0.295761 0.457999 
0.450207 0.439033 0.331044 
0.778144 0.730314 0.741093 
0.652536 0.457038 0.631427 
0.539661 0.667058 0.459025 
0.172362 0.174764 0.084750 
0.245123 0.268146 0.210357 
0.472399 0.281306 0.519119 
0.669078 0.628338 0.526809 
0.321059 0.231062 0.580117 
0.937156 0.958638 0.939323 
0.597102 0.585149 0.525441 
0.925677 0.912619 0.913814 
0.479327 0.429242 0.339882 
0.374287 0.590447 0.721760 
0.754871 0.572232 0.525831 
0.418829 0.339604 0.399090 
0.192681 0.234766 0.250722 
0.289964 0.280293 0.308273 
0.747334 0.677660 0.631797 
0.340544 0.298837 0.518418 
0.698031 0.813165 0.694391 
0.860639 0.739398 0.724051 
0.467141 0.886879 0.572317 
0.692124 0.614208 0.543126 
0.563013 0.551218 0.352712 
0.507413 0.545797 0.505399 
0.808550 0.672089 0.661874 
0.379372 0.240691 0.494181 
0.499035 0.384335 0.512841 
0.633732 0.614854 0.585647 
0.195289 0.280686 0.337257 
0.591408 0.554361 0.663259 
0.664394 0.738274 0.659198 
0.484846 0.458206 0.573699 
0.371869 0.373578 0.259440 
0.503156 0.455346 0.325497 
0.141517 0.131145 0.161492 
0.241408 0.514171 0.509578 
0.456944 0.522811 0.437099 
0.556947 0.654698 0.418382 
0.409167 0.333199 0.224257 
0.604928 0.433136 0.656388 
0.833022 0.848290 0.786411 
0.428234 0.639282 0.321267 
0.580036 0.495269 0.651124 
0.628837 0.246588 0.270130 
0.617050 0.579317 0.771732 
0.399449 0.360422 0.428805 
0.387777 0.349221 0.272597 
0.256398 0.368628 0.458347 
0.191306 0.197422 0.333916 
0.443466 0.355378 0.482149 
0.623592 0.463012 0.523367 
0.665962 0.613839 0.169455 
0.846191 0.544010 0.474287 
0.473052 0.361322 0.616484 
0.824469 0.594889 0.638639 
0.636062 0.596753 0.776619 
0.157967 0.140057 0.095281 
0.083551 0.152018 0.086457 
0.447353 0.230456 0.189682 
0.203645 0.203038 0.205276 
0.437492 0.297628 0.146148 
0.501178 0.392627 0.621663 
0.601767 0.549322 0.524710 
0.748118 0.755016 0.677128 
0.783225 0.781453 0.783981 
0.359908 0.611574 0.380583 
0.477993 0.442176 0.757708 
0.628748 0.487020 0.552177 
0.245549 0.118772 0.115317 
0.269929 0.477618 0.674076 
0.233507 0.181733 0.191842 
0.684738 0.757036 0.698758 
0.500013 0.269155 0.364051 
0.449208 0.453869 0.745401 
0.419931 0.736460 0.601651 
0.192466 0.706712 0.397250 
0.293551 0.302739 0.294442 
0.754173 0.635301 0.668340 
0.518376 0.471913 0.474651 
0.681406 0.725172 0.783353 
0.333724 0.376377 0.464945 
0.386782 0.535796 0.471471 
0.638147 0.251383 0.401736 
0.660468 0.617123 0.581625 
0.393477 0.348227 0.261541 
0.597884 0.443568 0.581552 
0.840874 0.754124 0.868145 
0.466031 0.308987 0.426150 
0.390192 0.418306 0.440467 
0.465169 0.658398 0.485116 
0.640543 0.417617 0.625653 
0.851806 0.789096 0.757594 
0.460231 0.507260 0.617863 
0.813035 0.685783 0.553894 
0.343194 0.191675 0.257168 
0.328738 0.303070 0.469955 
0.285605 0.534388 0.560903 
0.729107 0.676196 0.746520 
0.483262 0.446738 0.535332 
0.404378 0.445932 0.624730 
0.299402 0.443557 0.504557 
0.508045 0.370300 0.299247 
0.569066 0.735907 0.700035 
0.376700 0.310455 0.351058 
0.322418 0.391764 0.348446 
0.309944 0.507685 0.599893 
0.805571 0.722550 0.686714 
0.838389 0.776827 0.668686 
0.457831 0.431887 0.262733 
0.293245 0.415513 0.365251 
0.473500 0.589014 0.612463 
0.406098 0.613491 0.273838 
0.737663 0.748601 0.862695 
0.346016 0.286064 0.505995 
0.140664 0.129912 0.125328 
0.397876 0.450832 0.300306 
0.370821 0.573473 0.332418 
0.447588 0.422949 0.447233 
0.459014 0.702594 0.509747 
0.836075 0.830793 0.884281 
0.181146 0.261958 0.426935 
0.551205 0.635732 0.402309 
0.835791 0.678942 0.788560 
0.677481 0.740890 0.575645 
0.176199 0.517508 0.477381 
0.786649 0.734386 0.772396 
0.337127 0.580347 0.489341 
0.844705 0.868370 0.857165 
0.160904 0.610215 0.306802 
0.259552 0.297022 0.314248 
0.311083 0.532703 0.377921 
0.456829 0.342172 0.357523 
0.677619 0.415646 0.560488 
0.318181 0.242887 0.498444 
0.223680 0.187555 0.267675 
0.667109 0.587768 0.515150 
0.280340 0.322004 0.336876 
0.929326 0.907702 0.856243 
0.745199 0.650991 0.528995 
0.458558 0.345007 0.396277 
0.538144 0.253441 0.454666 
0.654020 0.638919 0.580421 
0.583894 0.729698 0.278978 
0.808643 0.749153 0.617552 
0.411836 0.564633 0.577567 
0.498474 0.602341 0.429044 
0.465589 0.415976 0.532776 
0.420831 0.430145 0.277757 
0.263682 0.112260 0.484425 
0.474431 0.484703 0.289885 
0.196225 0.349915 0.220201 
0.373572 0.311949 0.281261 
0.713541 0.769747 0.766365 
0.295799 0.361314 0.381433 
0.482742 0.253588 0.433362 
0.516559 0.518876 0.605862 
0.554101 0.412727 0.195484 
0.136697 0.178737 0.210017 
0.638127 0.590772 0.539991 
0.831080 0.712690 0.823072 
0.717699 0.800442 0.864760 
0.604325 0.668713 0.579092 
0.351980 0.457927 0.445640 
0.640813 0.495598 0.449337 
0.374460 0.408271 0.764383 
0.523570 0.645345 0.673388 
0.437946 0.493931 0.257036 
0.425057 0.274277 0.262453 
0.391153 0.258131 0.441089 
0.208820 0.261657 0.283239 
0.370305 0.518461 0.454166 
0.427278 0.229451 0.449843 
0.545018 0.625129 0.634154 
0.540367 0.250160 0.462189 
0.188679 0.246191 0.117700 
0.738513 0.589027 0.482840 
0.639009 0.496660 0.498705 
0.782395 0.738211 0.615232 
0.776241 0.836494 0.766760 
0.664812 0.731010 0.395604 
0.615806 0.597928 0.601234 
0.625638 0.459267 0.313389 
0.529091 0.807870 0.604429 
0.783087 0.755892 0.630816 
0.786133 0.556354 0.424043 
0.563962 0.449820 0.340458 
0.235732 0.327554 0.281991 
0.220776 0.213814 0.190735 
0.675832 0.431766 0.256183 
0.736414 0.487885 0.553337 
0.652243 0.415970 0.435326 
0.566852 0.494971 0.679222 
0.636833 0.426641 0.358618 
0.555000 0.515372 0.419973 
0.618976 0.636782 0.647290 
0.768749 0.618391 0.659077 
0.358582 0.529438 0.385792 
0.416062 0.516286 0.415426 
0.542620 0.436949 0.450695 
0.446678 0.467960 0.521664 
0.552118 0.502023 0.733643 
0.847739 0.821914 0.853792 
0.569245 0.533956 0.435284 
0.450680 0.855073 0.569135 
0.312465 0.395629 0.316613 
0.596281 0.594712 0.565527 
0.598517 0.384206 0.410263 
0.761097 0.657461 0.819958 
0.627923 0.467448 0.464459 
0.832781 0.598637 0.713285 
0.681949 0.696912 0.726245 
0.296753 0.260456 0.233711 
0.841463 0.742174 0.642081 
0.421618 0.411465 0.262775 
0.429790 0.580041 0.388997 
0.739154 0.680737 0.806866 
0.196063 0.208107 0.230312 
0.688772 0.523968 0.613675 
0.051629 0.079545 0.058829 
0.697254 0.662176 0.769605 
0.852760 0.690119 0.716430 
0.654808 0.798306 0.677972 
0.267903 0.517549 0.264949 
0.667949 0.629035 0.670293 
0.449170 0.651155 0.655405 
0.849657 0.470507 0.686773 
0.453906 0.377932 0.534966 
0.297061 0.381428 0.344620 
0.576487 0.544505 0.561627 
0.584310 0.771136 0.780885 
0.595332 0.576371 0.772678 
0.619236 0.759470 0.739881 
0.680314 0.815293 0.740233 
0.786436 0.838260 0.664387 
0.534044 0.489355 0.632887 
0.722836 0.631092 0.616658 
0.553295 0.737502 0.592898 
0.304262 0.426459 0.238163 
0.481481 0.609046 0.478819 
0.911473 0.848522 0.749070 
0.758033 0.713542 0.589002 
0.776800 0.655014 0.713729 
0.719541 0.687148 0.662904 
0.426485 0.436917 0.535225 
0.344923 0.334105 0.484122 
0.215730 0.172909 0.267341 
0.680152 0.532180 0.534688 
0.450405 0.409796 0.367319 
0.328453 0.473890 0.635179 
0.699063 0.115233 0.517455 
0.557813 0.512353 0.554643 
0.533280 0.607400 0.300739 
0.814879 0.559223 0.720597 
0.316816 0.183962 0.419829 
0.735837 0.694303 0.597424 
0.874852 0.876392 0.870583 
0.499568 0.443096 0.697131 
0.272573 0.604109 0.635595 
0.408762 0.143605 0.388821 
0.426301 0.649544 0.253809 
0.078019 0.571630 0.670399 
0.171980 0.328491 0.211887 
