10000 3
0.203109 0.580159 0.669363 
0.641842 0.120290 0.762805 
0.077558 0.468865 0.941916 
0.170100 0.793030 0.300921 
0.530441 0.431790 0.552628 
0.435542 0.948983 0.064638 
0.137733 0.966798 0.288930 
0.215092 0.751768 0.245065 
0.065484 0.859520 0.558096 
0.449201 0.642396 0.429887 
0.643774 0.501635 0.274858 
0.873342 0.720954 0.027952 
0.001376 0.939442 0.269866 
0.266071 0.513811 0.722848 
0.909858 0.243436 0.466137 
0.592033 0.612932 0.440224 
0.487731 0.696976 0.234579 
0.815990 0.510990 0.276497 
0.084027 0.429230 0.908149 
0.581304 0.197654 0.635980 
0.525763 0.969794 0.193581 
0.679572 0.308650 0.490397 
0.474576 0.579983 0.748329 
0.742566 0.409722 0.312379 
0.352306 0.986659 0.159916 
0.216188 0.727323 0.495239 
0.610179 0.702322 0.079244 
0.403216 0.595790 0.683452 
0.575748 0.126711 0.747080 
0.363552 0.435856 0.899145 
0.349415 0.606510 0.606467 
0.384491 0.801078 0.448190 
0.237916 0.367352 0.861288 
0.364739 0.197933 0.923803 
0.557734 0.126096 0.887416 
0.602677 0.500367 0.224203 
0.767322 0.601321 0.105724 
0.611287 0.288508 0.539474 
0.443634 0.700658 0.431988 
0.550020 0.443340 0.661694 
0.355763 0.748479 0.481171 
0.266592 0.785232 0.245236 
0.960226 0.251427 0.360784 
0.329499 0.333821 0.760480 
0.862276 0.059066 0.851361 
0.780890 0.532019 0.162582 
0.478909 0.303212 0.708626 
0.654195 0.511674 0.478089 
0.034142 0.598878 0.751001 
0.381736 0.923545 0.153267 
0.524403 0.329499 0.559644 
0.334758 0.484303 0.739153 
0.281754 0.194595 0.877370 
0.932294 0.469349 0.198087 
0.276005 0.324541 0.774126 
0.327744 0.708421 0.429009 
0.593762 0.281330 0.520636 
0.344766 0.348124 0.848136 
0.462242 0.840540 0.019222 
0.249475 0.863222 0.445476 
0.979915 0.305872 0.292285 
0.908170 0.322828 0.197786 
0.633575 0.783751 0.136161 
0.938902 0.367418 0.304840 
0.501499 0.822796 0.022657 
0.345473 0.425682 0.858410 
0.753452 0.418760 0.404391 
0.414009 0.968501 0.223902 
0.707748 0.423557 0.545343 
0.546520 0.260999 0.625808 
0.587557 0.586386 0.140674 
0.180114 0.770303 0.286323 
0.820964 0.636159 0.115661 
0.707663 0.103706 0.458077 
0.722470 0.627686 0.181833 
0.686205 0.537419 0.233177 
0.983172 0.440186 0.044336 
0.983067 0.202939 0.410136 
0.650459 0.365094 0.746749 
0.572958 0.260191 0.818382 
0.489567 0.511352 0.765978 
0.378655 0.847527 0.366652 
0.273288 0.874067 0.387986 
0.412406 0.583703 0.239518 
0.043616 0.804994 0.656352 
0.705776 0.011527 0.599520 
0.217486 0.687232 0.274097 
0.406454 0.604080 0.557724 
0.265428 0.847669 0.447809 
0.975047 0.359051 0.168876 
0.345472 0.919116 0.320067 
0.275352 0.603083 0.714640 
0.510161 0.307594 0.493126 
0.187904 0.692233 0.453415 
0.625162 0.799889 0.096340 
0.458063 0.758898 0.624712 
0.467220 0.921230 0.131660 
0.782666 0.101709 0.672661 
0.558330 0.843975 0.072289 
0.394536 0.508366 0.739006 
0.653816 0.633304 0.080985 
0.729503 0.384954 0.425997 
0.114638 0.466831 0.747940 
0.280995 0.881285 0.233979 
0.845341 0.607832 0.062318 
0.515470 0.186054 0.582603 
0.306015 0.848324 0.472447 
0.385631 0.942035 0.285570 
0.551987 0.588359 0.283656 
0.900798 0.598044 0.067435 
0.377667 0.099232 0.923054 
0.155085 0.171960 0.908368 
0.886961 0.442132 0.127162 
0.475565 0.743862 0.129997 
0.380904 0.301844 0.739672 
0.451422 0.650527 0.207311 
0.314995 0.370858 0.817289 
0.375389 0.459551 0.724982 
0.101287 0.713958 0.469080 
0.413637 0.708856 0.396680 
0.383488 0.346632 0.677379 
0.612714 0.520729 0.305173 
0.375810 0.503613 0.541612 
0.509819 0.430169 0.551408 
0.621564 0.436964 0.495500 
0.569479 0.034224 0.772730 
0.537975 0.650914 0.330937 
0.808362 0.607476 0.158651 
0.614203 0.651730 0.293468 
0.735671 0.166460 0.657111 
0.625811 0.168716 0.754378 
0.111339 0.906469 0.383723 
0.329444 0.726179 0.732729 
0.880465 0.517765 0.136475 
0.101804 0.535354 0.818961 
0.991995 0.506759 0.100919 
0.364910 0.842433 0.329920 
0.289350 0.515149 0.577757 
0.353507 0.688184 0.597665 
0.110124 0.716988 0.641299 
0.090971 0.481581 0.790083 
0.559008 0.602561 0.218886 
0.898591 0.192741 0.321880 
0.386662 0.454892 0.531441 
0.413999 0.930667 0.171334 
0.353441 0.444198 0.540672 
0.324766 0.832385 0.254707 
0.418030 0.780367 0.147609 
0.341091 0.504851 0.377336 
0.420605 0.676778 0.472425 
0.878784 0.121089 0.517057 
0.943553 0.420754 0.202169 
0.547529 0.244962 0.903313 
0.869298 0.424386 0.085747 
0.521700 0.528670 0.506798 
0.883295 0.123608 0.241940 
0.926788 0.203305 0.285261 
0.813711 0.482990 0.385354 
0.517239 0.128062 0.937792 
0.720717 0.692477 0.137652 
0.870549 0.276718 0.567858 
0.151512 0.633049 0.778550 
0.632678 0.187490 0.717988 
0.404169 0.522544 0.541333 
0.342073 0.479668 0.576642 
0.419771 0.181879 0.991061 
0.476315 0.335303 0.796255 
0.173239 0.256038 0.936821 
0.942911 0.657792 0.049617 
0.276344 0.596677 0.957581 
0.585538 0.322010 0.745982 
0.308724 0.798348 0.477064 
0.050313 0.860243 0.768982 
0.421483 0.342331 0.623996 
0.421433 0.993664 0.131495 
0.012989 0.784893 0.882063 
0.274846 0.490200 0.564844 
0.747875 0.611385 0.023221 
0.239525 0.463545 0.983638 
0.021318 0.526875 0.997208 
0.527427 0.680257 0.236222 
0.527015 0.442211 0.415758 
0.423222 0.569343 0.649686 
0.795494 0.030635 0.554021 
0.792468 0.722784 0.021444 
0.330365 0.876693 0.302495 
0.784094 0.008414 0.743223 
0.707559 0.271192 0.807446 
0.171805 0.919333 0.379345 
0.778986 0.431461 0.052736 
0.399465 0.978155 0.216912 
0.801230 0.293454 0.636306 
0.508680 0.551965 0.501672 
0.643246 0.873366 0.058793 
0.128352 0.779976 0.566193 
0.318093 0.556548 0.470273 
0.345968 0.936710 0.325914 
0.459322 0.549228 0.421051 
0.951558 0.371880 0.204861 
0.509484 0.368310 0.793579 
0.276975 0.773625 0.513132 
0.644113 0.269864 0.554942 
0.386227 0.428449 0.731957 
0.818720 0.420288 0.125511 
0.387717 0.450237 0.735888 
0.487929 0.726932 0.309653 
0.399916 0.712633 0.254893 
0.227404 0.730167 0.412424 
0.219526 0.478820 0.529703 
0.840503 0.229565 0.380643 
0.437829 0.557948 0.574260 
0.508334 0.423137 0.626685 
0.514980 0.185136 0.928246 
0.733152 0.294312 0.129491 
0.138671 0.414273 0.864942 
0.489491 0.427219 0.398123 
0.034356 0.512644 0.921646 
0.457001 0.844551 0.222271 
0.867842 0.098738 0.432291 
0.432963 0.686709 0.239726 
0.559354 0.582738 0.418593 
0.613045 0.612522 0.377268 
0.241575 0.950734 0.547454 
0.257090 0.918582 0.299701 
0.100546 0.848828 0.587859 
0.156437 0.592048 0.579831 
0.420429 0.570218 0.537498 
0.635284 0.397855 0.717790 
0.551952 0.256529 0.700324 
0.193605 0.953338 0.524621 
0.449490 0.487150 0.528988 
0.562020 0.163054 0.778826 
0.663940 0.175664 0.567811 
0.421752 0.320470 0.831499 
0.352161 0.533153 0.432373 
0.909937 0.861640 0.026538 
0.203552 0.716228 0.752516 
0.732811 0.433933 0.151897 
0.450950 0.399012 0.791823 
0.177436 0.694550 0.685784 
0.662421 0.698854 0.293286 
0.455188 0.409910 0.725785 
0.598737 0.510916 0.423983 
0.376568 0.156288 0.905689 
0.189707 0.375812 0.859009 
0.773439 0.500374 0.309610 
0.564773 0.546430 0.481888 
0.504855 0.234431 0.658664 
0.602673 0.302800 0.548690 
0.709422 0.425053 0.217294 
0.100574 0.957725 0.510189 
0.057588 0.867572 0.474061 
0.771738 0.186899 0.455269 
0.304888 0.374066 0.595302 
0.090270 0.489866 0.866837 
0.541750 0.395657 0.416114 
0.413169 0.554961 0.468230 
0.726038 0.074568 0.650293 
0.485217 0.383353 0.573553 
0.651725 0.974782 0.026766 
0.436793 0.788083 0.277241 
0.310238 0.541279 0.626652 
0.433815 0.840545 0.369706 
0.636816 0.152545 0.742600 
0.671429 0.355388 0.591230 
0.441992 0.506811 0.417358 
0.187006 0.607858 0.503311 
0.792556 0.130014 0.416656 
0.691458 0.177865 0.732631 
0.902312 0.748054 0.125347 
0.844856 0.179074 0.437819 
0.442209 0.213706 0.699198 
0.253199 0.861828 0.389713 
0.911956 0.207352 0.189448 
0.299112 0.461299 0.614622 
0.070059 0.927857 0.360379 
0.300472 0.533814 0.615487 
0.538826 0.422081 0.821123 
0.986056 0.211007 0.193603 
0.432069 0.614194 0.630497 
0.950816 0.361796 0.217469 
0.839707 0.447347 0.247550 
0.931222 0.024639 0.350747 
0.776393 0.443695 0.641308 
0.262356 0.602092 0.602180 
0.903100 0.141045 0.443370 
0.418036 0.185472 0.932144 
0.545048 0.846942 0.205803 
0.112194 0.641299 0.795260 
0.105221 0.865145 0.526850 
0.289714 0.455185 0.496413 
0.728085 0.175904 0.640136 
0.706533 0.175692 0.589981 
0.176932 0.540976 0.980091 
0.211372 0.478848 0.810155 
0.255960 0.244783 0.958497 
0.747740 0.871504 0.018542 
0.339171 0.702332 0.556200 
0.166964 0.727570 0.506126 
0.759315 0.706989 0.187410 
0.457612 0.098379 0.900428 
0.170365 0.561629 0.909003 
0.404179 0.744716 0.416329 
0.308515 0.937893 0.324607 
0.793569 0.596992 0.076764 
0.582864 0.580883 0.378579 
0.257305 0.444923 0.569269 
0.389647 0.730235 0.180302 
0.287231 0.581607 0.686507 
0.598002 0.058361 0.866965 
0.110392 0.490187 0.914612 
0.732600 0.195889 0.429547 
0.287841 0.665814 0.442174 
0.915325 0.212973 0.495794 
0.906545 0.062494 0.807253 
0.985333 0.045090 0.368818 
0.319892 0.479672 0.559996 
0.373434 0.367558 0.619765 
0.948609 0.108846 0.627674 
0.569086 0.416558 0.616761 
0.540024 0.683605 0.258707 
0.250830 0.584761 0.956711 
0.445479 0.328941 0.922420 
0.657381 0.676157 0.357614 
0.363708 0.653648 0.550857 
0.768382 0.595702 0.210351 
0.115504 0.385536 0.945756 
0.490562 0.188383 0.629124 
0.750942 0.200613 0.819923 
0.847446 0.431854 0.142727 
0.435784 0.501077 0.723377 
0.885720 0.443946 0.084175 
0.504530 0.334457 0.600720 
0.663123 0.764362 0.075373 
0.679836 0.518244 0.221088 
0.986638 0.353818 0.042254 
0.680680 0.305130 0.485452 
0.593835 0.703982 0.229595 
0.517218 0.421010 0.700443 
0.772629 0.199590 0.512286 
0.159227 0.764306 0.351902 
0.492971 0.713259 0.141600 
0.156644 0.930290 0.383627 
0.764570 0.322133 0.645767 
0.209592 0.744702 0.718745 
0.196190 0.848198 0.404219 
0.479308 0.074002 0.888520 
0.586372 0.850197 0.064741 
0.762813 0.109469 0.490875 
0.298025 0.581127 0.584493 
0.983034 0.352017 0.180647 
0.981434 0.335897 0.108013 
0.794918 0.110697 0.480384 
0.015369 0.840701 0.546648 
0.304062 0.284296 0.900193 
0.488475 0.050496 0.563438 
0.224722 0.680736 0.632819 
0.885857 0.476931 0.041346 
0.101665 0.753144 0.739505 
0.347843 0.115676 0.980156 
0.502201 0.393381 0.513022 
0.475893 0.929154 0.210250 
0.760774 0.342620 0.275032 
0.896339 0.635961 0.229813 
0.056937 0.761860 0.743298 
0.675965 0.202607 0.321463 
0.614583 0.742862 0.167179 
0.313865 0.616363 0.303661 
0.036622 0.628400 0.889291 
0.333452 0.561176 0.691633 
0.165896 0.329703 0.936024 
0.441977 0.655595 0.245036 
0.750911 0.633826 0.173946 
0.688606 0.590794 0.318117 
0.879051 0.820789 0.006403 
0.581002 0.639743 0.274927 
0.418971 0.807692 0.249375 
0.313658 0.532843 0.707425 
0.537632 0.198514 0.713743 
0.459840 0.633728 0.258858 
0.614876 0.449921 0.574880 
0.101208 0.896691 0.406426 
0.729558 0.491053 0.216345 
0.738964 0.332237 0.661169 
0.446595 0.041016 0.850150 
0.844316 0.791550 0.018424 
0.816873 0.447090 0.163845 
0.589727 0.787743 0.136059 
0.464306 0.603108 0.572259 
0.208053 0.796247 0.471010 
0.540004 0.321999 0.714823 
0.349401 0.590139 0.388418 
0.550918 0.338085 0.536162 
0.415566 0.630205 0.376540 
0.396152 0.803226 0.101925 
0.861222 0.280321 0.403210 
0.738663 0.295738 0.464695 
0.443655 0.855731 0.507587 
0.766757 0.031144 0.640975 
0.389059 0.780224 0.380523 
0.427064 0.226631 0.654113 
0.556394 0.119901 0.768759 
0.408878 0.667649 0.467707 
0.722734 0.141603 0.438774 
0.906752 0.461181 0.186947 
0.446243 0.442659 0.534966 
0.307205 0.689843 0.577505 
0.496251 0.619083 0.424914 
0.455522 0.819111 0.138395 
0.229410 0.677795 0.322434 
0.116703 0.880744 0.434841 
0.552404 0.572074 0.398212 
0.073652 0.675676 0.548151 
0.599961 0.341624 0.810749 
0.461345 0.702214 0.218719 
0.055874 0.198901 0.990979 
0.383026 0.482940 0.505488 
0.975031 0.165216 0.249875 
0.589099 0.450133 0.307665 
0.408508 0.739751 0.363862 
0.398697 0.402401 0.590947 
0.165434 0.668304 0.765379 
0.323303 0.671271 0.540304 
0.688760 0.158587 0.765245 
0.335210 0.334657 0.737031 
0.442381 0.323554 0.676575 
0.650818 0.345994 0.743451 
0.111714 0.967398 0.517165 
0.626351 0.491372 0.411035 
0.273790 0.425161 0.746612 
0.764332 0.253904 0.529126 
0.304294 0.381193 0.701296 
0.075729 0.895622 0.528568 
0.721600 0.451143 0.228069 
0.657289 0.390518 0.424601 
0.698580 0.404243 0.484994 
0.186796 0.890413 0.416479 
0.862059 0.694687 0.105094 
0.436560 0.365742 0.650513 
0.240093 0.470908 0.767107 
0.434881 0.439323 0.767093 
0.948207 0.561617 0.132114 
0.431934 0.213759 0.952506 
0.171039 0.309069 0.997563 
0.732553 0.730269 0.305919 
0.019744 0.817096 0.743165 
0.574051 0.395319 0.403490 
0.739752 0.400321 0.421688 
0.057372 0.853019 0.635556 
0.798040 0.392102 0.419625 
0.541622 0.205522 0.676014 
0.619918 0.187620 0.670269 
0.052533 0.358181 0.961395 
0.671359 0.487723 0.366570 
0.648445 0.152501 0.775729 
0.916946 0.467700 0.201556 
0.599332 0.068955 0.673314 
0.880695 0.512927 0.216658 
0.638161 0.597802 0.359985 
0.391176 0.927635 0.076620 
0.441370 0.445127 0.707374 
0.441684 0.879088 0.318860 
0.766188 0.464178 0.210394 
0.152668 0.945452 0.577656 
0.684956 0.079047 0.678285 
0.176511 0.871364 0.299220 
0.591902 0.725040 0.289930 
0.010309 0.971204 0.604514 
0.359051 0.800190 0.507979 
0.064162 0.866980 0.626116 
0.460553 0.775923 0.348311 
0.543270 0.244485 0.734052 
0.415430 0.545151 0.657251 
0.272216 0.955277 0.122365 
0.490890 0.327387 0.604600 
0.292527 0.485129 0.836638 
0.481221 0.062180 0.722976 
0.847403 0.309252 0.215169 
0.672073 0.664482 0.263665 
0.318484 0.479207 0.700511 
0.069596 0.607129 0.678420 
0.069743 0.800852 0.608559 
0.608899 0.454191 0.459480 
0.603726 0.416192 0.485786 
0.438180 0.182447 0.768204 
0.553811 0.477597 0.381392 
0.992127 0.033354 0.415764 
0.221003 0.772247 0.682957 
0.878779 0.577305 0.009147 
0.503228 0.667084 0.378532 
0.114707 0.661545 0.738334 
0.269878 0.314835 0.870338 
0.500991 0.255566 0.608568 
0.082182 0.823581 0.410555 
0.744184 0.586062 0.166832 
0.216904 0.918275 0.477917 
0.710991 0.499498 0.275665 
0.442337 0.696486 0.191565 
0.595164 0.728027 0.371222 
0.559648 0.121177 0.880606 
0.557370 0.904336 0.155353 
0.125097 0.911081 0.100322 
0.451763 0.496045 0.417656 
0.840019 0.134536 0.603602 
0.164810 0.555770 0.737441 
0.411578 0.502439 0.677418 
0.884362 0.253874 0.560515 
0.121726 0.359625 0.895888 
0.349096 0.595039 0.717525 
0.662805 0.285722 0.559869 
0.198466 0.776545 0.707952 
0.365082 0.212205 0.794855 
0.645057 0.456660 0.414319 
0.582047 0.746704 0.331329 
0.644865 0.290932 0.645067 
0.882492 0.491401 0.196008 
0.210054 0.608186 0.583589 
0.299136 0.688039 0.533520 
0.306385 0.678715 0.517021 
0.536770 0.248010 0.669382 
0.210247 0.488210 0.731251 
0.049930 0.799729 0.762990 
0.520236 0.932962 0.035057 
0.717173 0.092318 0.878188 
0.928451 0.555395 0.120117 
0.267762 0.907762 0.425852 
0.009090 0.969352 0.417572 
0.139003 0.634749 0.543138 
0.602623 0.574669 0.336869 
0.693866 0.475156 0.278182 
0.089633 0.903531 0.479408 
0.411201 0.928457 0.064888 
0.534696 0.578732 0.132509 
0.216349 0.692936 0.395613 
0.610803 0.650165 0.195076 
0.842358 0.173292 0.396632 
0.427228 0.747484 0.480702 
0.436090 0.570403 0.655333 
0.169539 0.700271 0.818833 
0.252042 0.317304 0.575264 
0.555150 0.772416 0.189039 
0.517767 0.260413 0.540490 
0.462862 0.246961 0.941374 
0.108921 0.934149 0.322378 
0.880057 0.553177 0.288557 
0.630177 0.575440 0.285309 
0.125754 0.819819 0.520087 
0.892571 0.361875 0.235460 
0.234756 0.711483 0.389199 
0.076872 0.575721 0.593080 
0.458922 0.747959 0.418857 
0.507206 0.368196 0.752465 
0.772397 0.648222 0.108630 
0.307430 0.958374 0.189842 
0.671734 0.391452 0.461860 
0.764035 0.405309 0.213672 
0.908125 0.098258 0.332345 
0.599706 0.126061 0.734230 
0.362629 0.361901 0.800726 
0.853318 0.330214 0.290862 
0.213299 0.580935 0.504304 
0.251203 0.610524 0.728586 
0.515225 0.250097 0.581440 
0.647764 0.378597 0.726884 
0.710924 0.382500 0.381857 
0.594091 0.496912 0.624949 
0.259018 0.668220 0.643295 
0.362575 0.436513 0.756538 
0.257909 0.781851 0.452869 
0.168300 0.633492 0.522410 
0.721912 0.420442 0.315567 
0.068391 0.655645 0.831759 
0.086302 0.995872 0.210157 
0.365256 0.950449 0.382658 
0.774124 0.012925 0.794797 
0.733170 0.098772 0.558697 
0.690949 0.521035 0.424021 
0.323026 0.309661 0.820307 
0.834121 0.410075 0.284862 
0.656106 0.388006 0.468721 
0.543253 0.371242 0.483544 
0.863167 0.159219 0.651207 
0.279234 0.258774 0.911747 
0.773488 0.364106 0.458079 
0.322307 0.423499 0.983752 
0.321161 0.320494 0.887157 
0.026124 0.441680 0.748612 
0.467143 0.737929 0.198418 
0.258087 0.672483 0.444478 
0.645839 0.890059 0.179111 
0.456773 0.877919 0.291190 
0.476932 0.207965 0.774383 
0.490299 0.738713 0.359154 
0.530871 0.510772 0.310488 
0.557644 0.915444 0.040332 
0.091190 0.886056 0.249283 
0.592856 0.840332 0.053173 
0.121541 0.767157 0.737633 
0.549104 0.309069 0.421581 
0.846127 0.274223 0.494815 
0.762918 0.397660 0.427180 
0.136435 0.972797 0.673501 
0.122441 0.743444 0.573572 
0.810921 0.313100 0.348532 
0.495734 0.261956 0.714217 
0.648575 0.742446 0.089309 
0.884655 0.182481 0.164178 
0.479035 0.689199 0.298844 
0.248334 0.945351 0.324375 
0.322515 0.445249 0.815576 
0.634921 0.132184 0.638575 
0.814996 0.154423 0.836676 
0.789669 0.594576 0.128396 
0.621927 0.078841 0.829074 
0.685414 0.821820 0.066724 
0.630723 0.279306 0.684169 
0.736244 0.445014 0.273438 
0.409316 0.240028 0.812010 
0.578483 0.354330 0.438416 
0.511261 0.475210 0.706497 
0.193792 0.386500 0.923767 
0.506260 0.366220 0.513679 
0.506860 0.450235 0.542224 
0.638901 0.955284 0.012450 
0.951782 0.142284 0.470262 
0.179450 0.694976 0.440891 
0.623335 0.255382 0.434824 
0.461002 0.269177 0.510508 
0.413340 0.119937 0.906604 
0.336386 0.888967 0.458377 
0.626311 0.501563 0.505908 
0.672875 0.880403 0.013030 
